game_id,input_sequence,target_move
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+,Ke8
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+,Bc6
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6,Qc7
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7,Ra7
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+,Bf8
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5,Nh6
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+,Rxc7
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+,Be7
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4,Rxc6
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+,Nxc6
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+,Kf8
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+,Bd8
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6,Be7
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6 Be7 Qe8+,Kg7
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6 Be7 Qe8+ Kg7 Nf5+,Kh7
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6 Be7 Qe8+ Kg7 Nf5+ Kh7 Nxe7,Kg7
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6 Be7 Qe8+ Kg7 Nf5+ Kh7 Nxe7 Kg7 Qg6+,Kf8
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6 Be7 Qe8+ Kg7 Nf5+ Kh7 Nxe7 Kg7 Qg6+ Kf8 Qxh6+,Kxe7
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6 Be7 Qe8+ Kg7 Nf5+ Kh7 Nxe7 Kg7 Qg6+ Kf8 Qxh6+ Kxe7 Rfd1,Ke6
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6 Be7 Qe8+ Kg7 Nf5+ Kh7 Nxe7 Kg7 Qg6+ Kf8 Qxh6+ Kxe7 Rfd1 Ke6 Rd2,c4
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6 Be7 Qe8+ Kg7 Nf5+ Kh7 Nxe7 Kg7 Qg6+ Kf8 Qxh6+ Kxe7 Rfd1 Ke6 Rd2 c4 Rad1,b5
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6 Be7 Qe8+ Kg7 Nf5+ Kh7 Nxe7 Kg7 Qg6+ Kf8 Qxh6+ Kxe7 Rfd1 Ke6 Rd2 c4 Rad1 b5 Rd6+,Kf7
f5FGtpMC,e4 b6 d4 Bb7 d5 c5 Nf3 d6 Nc3 e5 Bg5 f6 Bh4 g5 Bg3 Nh6 Bc4 a5 O-O Be7 Nd2 Rg8 Qh5+ Nf7 Qxh7 Kd7 Qf5+ Ke8 Bb5+ Bc6 dxc6 Qc7 Qh7 Ra7 Qxg8+ Bf8 Nd5 Nh6 Nxc7+ Rxc7 Qe6+ Be7 Nc4 Rxc6 Bxc6+ Nxc6 Nxd6+ Kf8 Qc8+ Bd8 Qxc6 Be7 Qe8+ Kg7 Nf5+ Kh7 Nxe7 Kg7 Qg6+ Kf8 Qxh6+ Kxe7 Rfd1 Ke6 Rd2 c4 Rad1 b5 Rd6+ Kf7 Qh7+,Kf8
Xblogygb,,Nf3
Xblogygb,Nf3 d5,g4
Xblogygb,Nf3 d5 g4 Nc6,Bh3
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6,c3
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5,Qb3
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7,Ne5
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5,g5
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O,Qa4
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7,Qb3
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6,Qxb7
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6,Qa6
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5,Na3
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3,bxa3
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7,Rb1
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8,a4
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8,Rxb8
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8,Ba3
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8,e3
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+,Ke2
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1,Qxa7
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2,Kd1
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3,Kc2
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4,Qb7
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8,Qb1
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8,f4
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+,Kxb1
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4,Bc5
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+,Kc2
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+ Kc2 Ne4,f5
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+ Kc2 Ne4 f5 exf5,a5
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+ Kc2 Ne4 f5 exf5 a5 Ra8,Bd4
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+ Kc2 Ne4 f5 exf5 a5 Ra8 Bd4 h5,Bb6
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+ Kc2 Ne4 f5 exf5 a5 Ra8 Bd4 h5 Bb6 h4,Bxc7
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+ Kc2 Ne4 f5 exf5 a5 Ra8 Bd4 h5 Bb6 h4 Bxc7 h3,a6
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+ Kc2 Ne4 f5 exf5 a5 Ra8 Bd4 h5 Bb6 h4 Bxc7 h3 a6 Rxa6,a4
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+ Kc2 Ne4 f5 exf5 a5 Ra8 Bd4 h5 Bb6 h4 Bxc7 h3 a6 Rxa6 a4 h2,Bxh2
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+ Kc2 Ne4 f5 exf5 a5 Ra8 Bd4 h5 Bb6 h4 Bxc7 h3 a6 Rxa6 a4 h2 Bxh2 Rxa4,Bd6
Xblogygb,Nf3 d5 g4 Nc6 Bh3 e6 c3 Bc5 Qb3 Nge7 Ne5 Nxe5 g5 O-O Qa4 Bd7 Qb3 N7g6 Qxb7 Bc6 Qa6 Qxg5 Na3 Bxa3 bxa3 Bd7 Rb1 Qd8 a4 Rb8 Rxb8 Qxb8 Ba3 Re8 e3 Qb1+ Ke2 Qxh1 Qxa7 Qxh2 Kd1 Qxh3 Kc2 Qh4 Qb7 Qd8 Qb1 Qb8 f4 Qxb1+ Kxb1 Nc4 Bc5 Nxd2+ Kc2 Ne4 f5 exf5 a5 Ra8 Bd4 h5 Bb6 h4 Bxc7 h3 a6 Rxa6 a4 h2 Bxh2 Rxa4 Bd6 f4,Bc7
