,game_id,white_player,black_player,winning_player,move_list
84,ilsNTVhd,brightfish,ruchitoshniwal1,brightfish,b3 d5 Bb2 f6 Qc1 e5 e3 Ne7 Ne2 Ng6 Ng3 Bc5 Be2 Bd4 O-O Bxb2 Qxb2 O-O c3 Qe7 d4 Qd6 dxe5 Nc6 c4 Qxe5 Qxe5 Ngxe5 cxd5 Ne7 Nc3 Nxd5 Nxd5 Be6 Nc3 Bxb3 Rad1 Nd3 axb3 Nxf2 Kxf2 Rad8 Kg1 Rxd1 Rxd1 c5 Bc4+ Kh8 Nd5 h6 Ne7 Kh7 Ng6 Re8 Nf4
85,WHjvn7mr,ruchitoshniwal1,khaled_younis,khaled_younis,d4 d5 Nf3 Nf6 e3 e6 Bd3 Be7 c3 O-O Qe2 b6 e4 dxe4 Bxe4 Nxe4 Qxe4 c6 Ne5 Bb7 Bg5 Bxg5 Qg4 Bf6 Ng6 fxg6 h4 h5 Qg5 Bxg5 Nd2 Bxd2+ Kxd2 c5 Kc2 cxd4 Kb3 dxc3 Kc2 Nc6 Kxc3 Na5 Kc2 Rc8+ Kb1 Qc7 b3 Qc2#
86,tiHOENhf,ruchitoshniwal1,WDTh553,WDTh553,d4 d6 Nf3 e6 Bf4 Bd7 e3 e5 Bd3 f6 Qe2 exf4 exf4+ Be7 Qxe7+ Kxe7 Ne5 Ke6 O-O Be8 Bc4+ Ke7 Bf7 Bxf7 Nxf7 Kxf7 Re1 Qe8 Re6 Qxe6 f5 Qe1#
87,R4V01VHA,ruchitoshniwal1,ranjitkalita,ruchitoshniwal1,d4 Nc6 Nf3 Nxd4 Bf4 Nxc2+ Qxc2 d6 Qxc7 Qxc7 Bxd6 Qxd6 Nc3 Qa6 e3 Qa5 Ba6 Qxa6 Nb5 Qd6 O-O Qc6 Rfd1 Qxb5 Rd8+ Kxd8 Rd1+ Kc7 Ne5 Kb6 Nc4+ Ka6 Nb6 Ka5 Nxc8 Qb6 b3
88,G05PKu7B,shady603,ruchitoshniwal1,shady603,e3 d5 g3 Nf6 Bg2 e6 Ne2 c6 O-O Bd6 d4 O-O c4 Qe7 cxd5 cxd5 Nbc3 Nc6 e4 dxe4 Nxe4 Nxd4 Nxf6+ Qxf6 Qxd4 e5 Qh4 Bc5 Qxf6 gxf6 Nc3 Be6 Ne4 Bd5 Nxf6+ Kg7 Bxd5 Rfd8 Bxf7 Rd5 Nxd5 Kxf7 Nf4 Be7 Nh5 Bf6 Nxf6 Kg6 Bg5
89,IWWTOsK9,ruchitoshniwal1,brightfish,brightfish,d4 d6 Nf3 c6 e3 Nd7 Bd3 Nb6 c3 Bg4 Nbd2 Bxf3 Qxf3 Nf6 e4 g6 e5 dxe5 dxe5 Nfd7 e6 Ne5 Qxf7+ Nxf7 exf7+ Kxf7 O-O Kg7 Re1 e6 Ne4 Nd5 Bc4 Be7 Bxd5 exd5 Nc5 Bxc5
90,BtD1JXMv,khaled_younis,ruchitoshniwal1,khaled_younis,g3 d5 Bg2 Nf6 Nf3 e6 O-O c5 d4 Bd6 dxc5 Bxc5 Bg5 O-O Bxf6 Qxf6 c3 e5 e3 d4 cxd4 Bxd4 exd4 exd4 Nxd4 Bg4 Qxg4 Qxd4 Qxd4 Nc6 Bxc6 Rad8 Qxd8 Rxd8 Bxb7 g6 Bg2
91,QVXrBClL,ruchitoshniwal1,DsViking,DsViking,d4 e6 Nf3 Ne7 Bf4 g6 e3 d6 Bd3 f6 c4 g5 Bg3 Rg8 h4 h6 hxg5 fxg5 Nbd2 Rh8 Qe2 d5 O-O-O dxc4 Bxc4 Nec6 Kb1 Bd7 Bb3 Nb4 Ne5 Bc8 a3 N4c6 Nxc6 Nxc6 Qc4 Bd6 Bxd6 cxd6 Ne4 Bd7 Nxd6+ Kf8 Ne4 Qe7 Qc5 b6 Qxe7+ Kxe7 Nc3 Kd6 d5 Ke7 dxc6 Bxc6 Rd7+ Kxd7 Ne4 Kc7 Nf6 Rad8 Ne8+ Rdxe8 Rc1 Rd8 Rxc6+ Kxc6 Bxe6 Kb7 Bg4 Rd6
92,ZlPEJCLT,naber001,ruchitoshniwal1,naber001,e4 c5 d4 Nc6 d5 Nb8 Ne2 d6 Ng3 Nf6 Nc3 g6 Bb5+ Bd7 Bd3 Bg7 O-O O-O Bg5 e5 dxe6 Bxe6 b3 d5 e5 h6 Bxf6 Bxf6 exf6 Qxf6 Nb5 Nc6 Nc7 Rac8 Nxe6 fxe6 Qg4 h5 Qxg6+ Qxg6 Bxg6 Ne5 Bxh5 Rf7 Bxf7+ Kxf7 Rfe1 Ke7 Rxe5
93,hYiMavTa,OhNoYourPawn,ruchitoshniwal1,ruchitoshniwal1,e4 c5 Nc3 Nc6 Bb5 d6 f4 Bd7 Nf3 Nf6 O-O g6 d3 Bg7 Qe1 O-O e5 dxe5 fxe5 Ne8 Bxc6 Bxc6 Qg3 Bxf3 Rxf3 Qb6 Qh4 Bxe5 Rh3 h5 Bh6 Bg7 Bxg7 Nxg7 Ne4 c4+ Kh1 cxd3 cxd3 Nf5 Rf1 Nxh4 Rxh4 f5 Ng3 Qf6 Nxf5 Qxf5 Rxf5 Rxf5 h3 Raf8 Kh2 Rf4 Rxf4 Rxf4 g4 Rb4 gxh5 Rxb2+ Kg3 gxh5 Kh4 Rxa2 Kxh5 Ra3 h4 Rxd3 Kg5 Rh3 h5 Rxh5+ Kxh5 a5 Kg4 a4 Kf3 a3 Ke2 a2 Kd3 a1=Q Ke4 Qa5 Kd4 b5 Kd3 b4 Kc2 Qa3 Kb1 b3
94,EKpPyUPj,ruchitoshniwal1,srbh,ruchitoshniwal1,d4 d5 Nf3 e6 Bf4 Nf6 e3 Nc6 c4 Bd6 Bg3 Bxg3 hxg3 dxc4 Nc3 Nd5 Bxc4 Nxc3 bxc3 O-O Qc2 h6 g4 e5 dxe5 Bxg4 Rd1 Nxe5 Nxe5 Qxd1+ Qxd1 Bxd1 Kxd1 Rad8+ Kc2 a6 Bb3 b5 Rd1 Rxd1 Kxd1 c5 Kd2 c4 Bc2 f6 Nf3 g5 Nd4 Kg7 Bf5 Rd8 g4 Rd5 Kc2 Kf7 e4 Rd8 Be6+ Kf8 Bf5 Rd6 a3 Ke7 f3 Rd8 Bg6 Kd6 Nf5+ Kc5 Nd4 Rxd4 Bf5 Rd3 Kb2
95,iIHIIdGa,ruchitoshniwal1,ModernEuclid,ModernEuclid,d4 d5 Nf3 Nf6 e3 e6 Bd3 Be7 Nbd2 O-O Qe2 c5 c3 c4 Bc2 Nc6 e4 dxe4 Nxe4 Nxe4 Qxe4 g6 Bh6 Re8 Ne5 Bf6 Nxc6 bxc6 Qxc6 Bd7 Qxc4 a6 O-O Bb5 Qb3 Bxf1 Kxf1 Rb8 Qa4 Rxb2 Qxa6 Rxc2 Qd3 Rb2 c4 Qxd4 Bc1 Qxd3+
96,BlSCi50L,TempeGarit,ruchitoshniwal1,ruchitoshniwal1,e4 c5 Nc3 Nc6 g3 d6 Bg2 Nf6 h3 g6 Nge2 Bg7 d3 O-O O-O e5 Kh2 Be6 f4 d5 g4 d4 Nb1 exf4 Nxf4 Bd7 Nd2 Qc7 Nc4 g5 e5 gxf4 Bxf4 Ne8 e6 Qd8 exd7 Qxd7 Qf3 Rc8 Rae1 Nc7 Nd6 Rcd8 Kh1 Ne6 Bg3 f6 Nf5 Ng5 Qf2 Ne5 Bxe5 fxe5 Qe2 Qe8 Nxg7 Rxf1+ Rxf1 Kxg7 h4 Ne6 Be4 Qf7
97,YIlOTQeH,AABBOUDI,ruchitoshniwal1,ruchitoshniwal1,e4 c5 d3 Nc6 Nf3 d6 Be2 Nf6 O-O g6 Bd2 Bg7 Qc1 O-O Bh6 e5 Bxg7 Kxg7 c3 Bg4 h3 Bxf3 Bxf3 d5 exd5 Nxd5 Bxd5 Qxd5 c4 Qd4 Rd1 Rfd8 Nd2 Nb4 Nf3 Qf4 Qxf4 exf4 b3 Rxd3 Rxd3 Nxd3 Rd1 Nb4 Ne5 Re8 Nd7 Rd8 Kf1 Nxa2 Ke2 Nc3+ Kd2 Nxd1 Kxd1 Rxd7+ Kc2
98,AqPDAong,ruchitoshniwal1,AABBOUDI,ruchitoshniwal1,d4 d5 Nf3 e6 Bf4 Nf6 e3 Bb4+ c3 Bd6 Bd3 Bxf4 exf4 Nc6 Ne5 Nxe5 fxe5 Nd7 O-O Nb6 Nd2 Bd7 a3 O-O Qf3 Qg5 Qh3 Qxd2
99,he2mV7le,Iblesspopes,ruchitoshniwal1,Iblesspopes,d4 d5 Nf3 Nf6 g3 e6 Bg2 c5 O-O cxd4 c3 dxc3 Nxc3 Bb4 a3 Bxc3 bxc3 O-O Bg5 Nbd7 Nd4 Qb6 Bxf6 Nxf6 Rb1 Qc5 Qb3 Rb8 Rfe1 Bd7 e4 dxe4 Bxe4 Nxe4 Rxe4 Rbc8 Rc1 Bc6 Re3 Bd5 Qb4 Qb5 Nxb5 a6 Nd6 Rcd8 Nxb7 Rb8 Qe7 Rxb7 Qd6 Rfb8 c4 Rb1 Rc3 Rxc1+ Rxc1 Be4 Qxb8#
100,GNTzTfh9,tartare49,ruchitoshniwal1,ruchitoshniwal1,e4 c5 Bc4 Nc6 Qf3 d6 c3 Ne5 Qe2 Nf6 d3 g6 Bg5 Bg7 Bxf6 Bxf6 Nf3 Bg4 h3 Bxf3 gxf3 O-O Nd2 Nxc4 Nxc4 a6 a4 b5 axb5 axb5 Rxa8 Qxa8 Nd2 Qa1+ Qd1 Qxd1+ Kxd1 b4 Kc2 bxc3 bxc3 Rb8 Rb1 Rxb1 Kxb1 Kf8 Kc2 Ke8 c4 Kd7 Nb3 e5 Na5 Kc7 Nb3 h5 Kd2 Bg5+ Ke2 Bf4 h4 g5 hxg5 Bxg5 Na5 h4 Kf1 h3 Kg1 Bf4 Kh1 h2 Nb3 Kb6 Nc1 f6 Ne2 Ka5 Nxf4 exf4 Kxh2 Kb4 Kh3 Kc3 Kg4 Kxd3 Kxf4 Kxc4 Kf5 Kb4 Kxf6 c4 f4 c3 e5 c2 exd6 c1=Q d7 Qc7 Ke7 Kc5 f5 Qe5+ Kd8 Qxf5 Kc8 Qf8+ d8=Q Qxd8+ Kxd8 Kd4 Ke7 Ke4 Ke6 Kf3 Kf5 Kxf2
101,GS2VE6Sv,ruchitoshniwal1,seagullnono,seagullnono,d4 d5 Nf3 c6 Bf4 e6 e3 f5 c4 Nf6 cxd5 exd5 Ne5 Bd6 Nc3 O-O Bd3 Qe7 O-O a6 a4 Ne4 Bxe4 fxe4 Qh5 Nd7 Nxd7 Bxd7 Bxd6 Qxd6 f3 Bf5 fxe4 Bxe4 Nxe4 dxe4 Qc5 Qxc5 dxc5 Rae8 Rfd1 Re7 Rd4 Rfe8 Rb4 g6 Rd1 Kf7 Rdd4 Kf6 Rd6+ Kf5 Kf2 h5 h3 g5 g4+ hxg4 hxg4+ Kxg4 Rg6 Rf8+ Kg2 Ref7 Rxe4+ Kh5 Rge6 Rf2+ Kg1 Rf1+ Kg2 R8f2+ Kg3 Rf3+ Kg2 R1f2+ Kg1 Rf1+ Kg2 R1f2+ Kg1 Rf1+ Kg2
102,s16gYgow,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 Nf3 e6 e4 c5 exd5 cxd4 dxe6 fxe6 Qe2 Nf6 Qb5+ Bd7 Qb3 Nc6 Ne5 Rb8 Nxc6 bxc6 Qxb8 Qxb8 Bc4 Qb4+ c3 Qxc4 cxd4 Qxd4 Bd2 Qe4+ Be3 Qxb1+ Ke2 Bb4
103,6IfZEnfy,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,b3 Nf6 Bb2 g6 Bxf6 Bg7 c3 Rf8 d4 exf6 e4 Qe7 e5 fxe5 Qe2 exd4 Qxe7+ Kxe7 Nf3 Re8 Nxd4 Kf8+ Kd2 d6 Bd3 Bh6+ f4 c5 Kc2 Bxf4 Ne6+ fxe6 Rf1 g5 g3 e5 Rxf4+ gxf4 gxf4 exf4 Bg6 Re2+ Kd3
104,No3iBV6Q,ruchitoshniwal1,ritutoshniwal,ritutoshniwal,d4 Nf6 Nf3 d5 Bg5 e6 e3 Bd6 c3 O-O Nbd2 Bd7 Bd3 c6 O-O Be8 Qe2 Nbd7 e4 dxe4 Nxe4 Be7 Bxf6 Bxf6 Nxf6+ Qxf6 Ne5 Nxe5 Qxe5 Qxe5 dxe5 Bd7 Bc4 c5 Bb3 Bc6 Rfd1 Rfd8 h3 a5 a4 b5 axb5 Bxb5 Ba4 Bxa4 Rxa4 Rxd1+ Kh2 Rd2 Ra2 Rb8 Rxa5 Rdxb2 Rxc5 Rxf2 Kg3 Rc2 Rc7 h6 c4 Kf8 c5 f6 c6 fxe5 Kf3 Rc3+ Kf2 Rb2+ Kg1 Rc1+ Kh2 Rcc2 Rc8+ Ke7 c7 Kd7 Rg8 Rxc7 Rxg7+ Kd6 Rg6 Kd5 Rxh6 Rcc2 Rh8 Rxg2+ Kh1 Rh2+
105,7XO3DjYY,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,e4 c5 Nf3 Nc6 d3 d6 Nc3 e5 d4 cxd4 Nd5 Nf6 Bb5 Bd7 Qe2 Nxd5 exd5 Ne7 Bg5 Qa5+ Bd2 Qxb5 Qxb5 Bxb5 c3 dxc3 Bxc3 g6 Rd1 Bg7 Nd2 O-O b3 Rac8 a4 Ba6 Bb2 b5 Ne4 bxa4 Nxd6 Rc2 bxa4 Re2+ Kf1 Rxb2+ Ke1 Re2+
106,9JFn04Vk,ruchitoshniwal1,ritutoshniwal,ritutoshniwal,d4 d5 Nf3 Nf6 Bg5 e6 Bxf6 Qxf6 e3 Bb4+ c3 Bd6 Nbd2 Nd7 Bd3 O-O Qe2 e5 dxe5 Nxe5 Nxe5 Qxe5 O-O-O Be6 Bc2 Qf6 Nb3 a5 h4 a4 Nd2 d4 exd4 Bxa2 g4 a3 b3 Qe6 Qxe6 fxe6 g5 Rxf2 h5 Bf4 g6 Bxd2+ Rxd2 Rxd2 Kxd2 h6 Ra1 Bxb3 Bxb3 b5 c4 bxc4 Bxc4 Ra4 Bxe6+ Kf8 d5 Ke7 Kc3 Kd6 Bf7 Rh4 Kb3 Rxh5 Kxa3 Rh4 Re1 Rh3+ Kb2 Rd3 Kc2 Rd4 Re6+ Kxd5 Re8+ Kd6 Rc8 Ke5 Re8+ Kf6 Re7 Kg5
107,yd5UNVM7,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 Nf3 Nf6 e3 e6 Bd3 c5 Nbd2 cxd4 exd4 Bd6 c3 O-O O-O Re8 Qe2 Qc7 Bc2 e5 dxe5 Bxe5 Nxe5 Qxe5 Qd3 g6 Qf3 Bg4 Qg3 Qxg3 fxg3 Bd7 Rxf6 Re1+ Kf2 Re7 Nb3 Bc6 Nc5 Nd7 Bg5 Nxc5 Rxc6 Ne4+ Bxe4 Rxe4 Rc7 Rae8 Rxb7 Re2+ Kf1 Rc2 Bh6 g5 Re1 Rd8 Rbe7 f6 Re8+ Rxe8 Rxe8+ Kf7 Rf8+ Kg6 Bxg5 Rxb2
108,aDikTl5s,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,d4 d5 Nf3 Nf6 Bg5 e6 Bxf6 Qxf6 e3 Nc6 c4 Bd6 Nc3 O-O cxd5 exd5 Nxd5 Qe6 Nc3 Qg6 g3 Bg4 Bg2 Bb4 O-O Bxc3 bxc3 Ne7 Ne5 Bxd1 Nxg6 Nxg6 Rfxd1 c6 c4 Rad8 c5 Rd7 Rab1 Rfd8 a4 a5 Rb6 Nf8 Rdb1 Ne6 Rxb7 Rxb7 Rxb7 Re8 Rb6 Rc8 Rxc6 Rxc6 Bxc6 Nd8 Bb5 Nb7 c6 Nd6 c7 Nxb5
109,nEaLK1eu,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 e3 Nf6 Bd3 e6 Nf3 c5 Nbd2 Bd6 c3 O-O O-O cxd4 Qe2 dxc3 bxc3 e5 e4 dxe4 Nxe4 Nxe4 Qxe4 g6 Bh6 Re8 Ng5 Bf5 Qf3 Qd7 Bxf5 Qxf5 h4 Qxf3 Nxf3 Nc6 Rfd1 Bc7 Rd7 Bb6 Re1 e4 Ng5 Rab8 Rxf7 Rf8 Bxf8 Rxf8 Rxf8+ Kxf8 Ne6+ Ke7 Nd4 Nxd4 cxd4 Bxd4 Rxe4+ Kd6 Rxd4+ Kc6 Rc4+ Kb5 Rc2 Kb6 Rb2+ Kc6 Re2 b5 Re8 Kb6 Rb8+ Ka5 Rh8 b4 Rxh7 Ka4 Rg7 a5 Rxg6 Ka3 Ra6 a4
110,3adJnERw,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,d4 d5 Nf3 Nf6 Bf4 Bg4 e3 e6 Be2 Nbd7 O-O Ne4 c4 Bxf3 Bxf3 Ndf6 Nd2 Bb4 Nxe4 dxe4 Be2 O-O Qb3 a5 a3 Bd6 Bxd6 cxd6 c5 Rb8 cxd6 Qxd6 Rfc1 Nd5 Bc4 Rfc8 Bxd5 exd5 Rc3 Rxc3 Qxc3 Qb6 Rc1 h6 b4 axb4 Qxb4 Qxb4 axb4 Ra8 f3 Ra4 fxe4 dxe4 Rb1 Kf8 Kf2 Ke7 Kg3 Kd6 Kf4 Kd5 b5 Kc4 b6 Rb4 Rxb4+ Kxb4 Kxe4 Kb5 Kd5 Kxb6 Kd6 Ka5 Ke5 b5 d5 b4 d6 b3 d7 b2 d8=Q+ Ka4 Qb8 Ka3 Qxb2+ Kxb2 Kd6 Kc2 Ke7 Kd3 Kxf7 Kxe3 Kxg7 Kf2 Kxh6 Kxg2 h4 Kh2 h5 Kh3 Kg6 Kh4 h6 Kg4 h7 Kf4 h8=Q
111,lkd1je3P,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 Nf3 Nf6 e3 e6 Bd3 c5 c3 cxd4 Nbd2 dxe3 fxe3 Bd6 O-O Qc7 Qe2 O-O e4 dxe4 Nxe4 Nxe4 Qxe4 f5 Qh4 g6 Bh6 Rf7 Ng5 Rd7 Nxe6 Qb6+ Kh1 Rf7 b4 Bxe6 a4 a6 a5 Qc7 Rfe1 Qe7 Qd4 Rf6 Bc4 Nc6 Qf2 Bxc4 Rxe7 Bxe7 Bg5 Re6 Bxe7 Rxe7 Qc5 Rae8
112,iMiS8JQ5,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,d4 Nf6 Nf3 g6 Bg5 Bg7 Bxf6 Bxf6 e3 Bg7 c4 O-O Be2 c6 O-O d5 Nc3 Bg4 cxd5 cxd5 Qb3 b6 Qxd5 Qxd5 Nxd5 Nc6 Bb5 Bxf3 gxf3 Rac8 Bxc6 e6 Ne7+ Kh8 Nxc8
113,iX7qdqoM,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 Nf3 Nf6 e3 e6 Bd3 c5 Nbd2 Bd6 c3 O-O Qe2 cxd4 exd4 Re8 O-O Qc7 Nb3 e5 dxe5 Bxe5 Qc2 Bg4 Nxe5 Qxe5 h3 Be2 Bxe2 Qxe2 Qf5 Qe6 Qg5 Nc6 Qg3 Ne4 Qf3 g6 Bh6 f5 Rfe1 Qd6 Nd2 Nxd2 Re2 Nxf3+
114,HYNvoswR,ANONYMOUS,ruchitoshniwal1,ruchitoshniwal1,g4 e5 f3 Nc6 e4 Bc5 g5 d6 Bb5 Ne7 Bxc6+ bxc6 Ne2 d5 exd5 cxd5 Nd4 Rb8 Nc6 Nxc6 Kf1 Bg4 a3 d4 fxg4 O-O Kg1 Na5 Ra2 Nc4 d3 Ne3 Qe2 Bxa3 Bxe3 dxe3 Qxe3 Bxb2 Qxe5 Re8 Qe1 Rxe1+ Kg2 Qd5+ Kh3 Re3+ Kh4 h6 gxh6 gxh6 g5 Qxg5#
115,rrXid27J,vinodrulz10,ruchitoshniwal1,ruchitoshniwal1,e4 c5 c3 Nc6 d4 cxd4 cxd4 d6 d5 Ne5 Nc3 Nf6 f4 Ned7 Nf3 g6 Bd3 Bg7 O-O O-O Kh1 e5 dxe6 fxe6 Qc2 d5 e5 Ne8 Bxg6 hxg6 Qxg6 Qe7 Ng5 Rf5 Qh7+ Kf8 Qh3 Nc5 Be3 b6 Nxd5 exd5 Qf3 Ne4 Bc5 Nxg5 Qg4 Qxc5 Qxg5 Rf7 Rae1 Qe7 e6 Qxg5 f5 Qxf5 exf7 Qxf7 Rxf7+ Kxf7 Rf1+ Bf5 h3 Nf6
116,3gisp9pp,ruchitoshniwal1,abhisheknayr,ruchitoshniwal1,d4 d5 Nf3 Nf6 Bg5 Bg4 Bxf6 exf6 e3 Be7 Be2 O-O O-O c6 c4 dxc4 Bxc4 Nd7 h3 Bh5 g4 Bg6 Nh4 Nb6 Nxg6 hxg6 Bb3 Bd6 Nc3 Qd7 f4 Qe7 Qf3 Rae8 Rfe1 Bb4 d5 cxd5 Bxd5 Nxd5 Nxd5 Qc5 Nxb4 Qxb4 Rab1 Qa4 a3 Qb3 Kf2 g5 fxg5 fxg5 Kg2 Rd8 Re2 Rc8 Kg3 Rc2 Rxc2 Qxc2 e4 Qxb1 Qc3 Qxe4 h4 Qf4+ Kh3 gxh4 Kxh4 g5+ Kh5 Re8 Kh6
117,XE7Saqcc,chiragchess15,ruchitoshniwal1,ruchitoshniwal1,d4 d5 c4 e6 Nc3 Nf6 Nf3 Bb4 Bg5 Bxc3+ bxc3 O-O cxd5 exd5 e3 c6 Bd3 Nbd7 Qc2 Qa5 O-O b6 Rab1 Ba6 Ne5 Nxe5 dxe5 Bxd3 Qxd3 Ne4 f4 Qxa2 Rbd1 Qc4 Qc2 f6 exf6 gxf6 Bh4 Qxc3 Qe2 Rf7 Qg4+ Rg7 Qf5 Qxe3+ Kh1 Re8 Bxf6 Nxf6 Qxf6 Qe2 f5 Qxg2#
118,H6yKG4Xt,ruchitoshniwal1,mirza8888,ruchitoshniwal1,d4 d5 Nf3 Nf6 Bg5 e6 Bxf6 Qxf6 e3 Qd8 c4 Be7 Nc3 dxc4 Bxc4 O-O O-O Nc6 Qb3 b6 Rad1 Na5 Qb5 Nxc4 Qxc4 Bb7 d5 exd5 Nxd5 Bxd5 Rxd5 Qc8 Rfd1 Bd6 Ne5 Bxe5 Rxe5 c5 Re7 Rd8 Rxd8+ Qxd8 Qxf7+ Kh8 Qxg7#
119,hDxQYpZQ,wizardstick,ruchitoshniwal1,wizardstick,d4 d5 Nf3 Nf6 Bg5 e6 e3 Be7 Bd3 Ne4 Bxe7 Qxe7 Bxe4 dxe4 Nfd2 f5 c4 O-O Nc3 Nc6 Qh5 Qf7 Qxf7+ Rxf7 O-O-O e5 a3 exd4 exd4 Nxd4 Ndxe4 fxe4 Rxd4 Rxf2 Nxe4 Rxg2 Rd8+ Kf7 Rf1+ Kg6 Nc5 b6 Ne6 Bxe6 Rxa8 Bxc4 Rf4 Bd5 Rxa7 c6 Rb7 b5 Rbf7 Rxh2 R7f5 Be6 Re5 Rh1+ Kd2 Rh2+ Kc3 Rc2+ Kxc2 h6 Ree4 Kh7 Rxe6 g5 Rf7+
120,oSkfUSlg,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5
121,3qClE98q,bratemojdobri,ruchitoshniwal1,bratemojdobri,e4 c5 f4 Nc6 Nf3 d6 Bc4 Bg4 d3 Bxf3 Qxf3 Nd4 Nc3 Nxf3+ gxf3 Nf6 Rg1 g6 f5 Bg7 fxg6 fxg6 Bg5 e6 Bxe6 Qe7 Bd5 O-O-O O-O-O Qe5 f4 Qe8 e5 dxe5 fxe5 Nxd5 Bxd8 Nxc3 bxc3 Qxd8 Rde1 Bh6+ Kd1 Qa5 Ke2 Qxc3 Kf2 Qd2+ Kf1
122,gr5pACYB,ruchitoshniwal1,Tackyfire,Tackyfire,d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 Nbd2 Be7 Qe2 O-O c3 d6 O-O Nbd7 e4 e5 dxe5 Nxe5 Nc4 Nxf3+ Qxf3 Re8 Qg3 Nxe4 Bxe4 Bxe4 Bh6 Bf8 Rfe1 Bg6 Rxe8 Qxe8 Be3 Qd7 Re1 Re8 h3 h6 Re2 Bd3 Bxh6 Bxc4 Rd2 Re1+ Kh2 d5 Rd4 Bd6
123,4fxHwFrK,Mudball99,ruchitoshniwal1,ruchitoshniwal1,d4 d5 c4 Nf6 Nf3 e6 Nc3 dxc4 Bg5 Be7 e4 O-O Bxc4 Nc6 Bb3 h6 Bh4 g5 Nxg5 hxg5 Bxg5 Nh7 Bxe7 Qxe7 e5 Qg5 O-O f5 exf6 Rxf6 Bc2 Bd7 Qd3 Qg7 Ne4 e5 Nxf6+ Nxf6 dxe5 Nxe5 Qe2 Bc6 Qxe5 Qxg2#
